country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;income;mortgage;mobile_car_sport
Spain;2/23/1988;Public;Bachelors;Married; Female;32;6501;1701;false;Samsung, Others, Non
Germany;3/17/1982;Self Employed;Bachelors;Divorced; Male;22,5;37187;2173;false;Samsung, Audi, Football
Germany;11/27/1989;Unknown;Bachelors;Married; Female;24,5;9379;793;false;Samsung, Audi, Non
Spain;12/7/1971;Unknown;High School;Married; Female;6,5;17653;362;false;Others, Others, Basketball
Portugal;9/19/1971;Private;Bachelors;Never Married; Female;34,5;11693;1023;false;iPhone, Audi, Non
France;12/29/1980;Unknown;High School;Married; Male;18,5;23267;6146;false;Others, Honda, Basketball
Germany;11/1/1973;Public;High School;Married; Female;18,5;3440;634;false;iPhone, Honda, Tennis
Italy;1/10/1978;Unknown;Bachelors;Married; Female;22;9629;1613;false;Samsung, Others, Non
Spain;10/7/1975;Unknown;Bachelors;Divorced; Female;37;51744;6672;false;Samsung, BMW, Basketball
France;4/12/1980;Self Employed;Bachelors;Married; Male;38;5641;1398;true;Samsung, Volkswagen, Football
France;5/16/1970;Unknown;Masters;Married; Male;27,5;3031;980;false;Iphone, Others, Non
Spain;9/12/1985;Public;Bachelors;Divorced; Male;29;3183;1451;false;Iphone, BMW, Non
Spain;10/17/1970;Private;Bachelors;Married; Male;29;7666;1232;false;Samsung, Others, Non
Spain;10/31/1974;Public;Bachelors;Separated; Female;31;6849;938;false;Iphone, Others, Basketball
Spain;7/12/1985;Private;High School;Married; Male;20;9895;1988;true;Samsung, Seat, Non
Germany;3/11/1990;Private;Bachelors;Married; Male;27,5;4145;1259;true;Iphone, Honda, Football
Portugal;3/21/1985;Private;High School;Married; Female;26,5;4685;863;false;Iphone, BMW, Non
Spain;7/1/1979;Self Employed;High School;Married; Female;26,5;6104;1173;false;Others, Others, Non
Spain;4/19/1974;Private;High School;Never Married; Male;17;5061;1063;true;iPhone, Others, Basketball
Italy;1/28/1988;Public;Doctorate;Married; Female;33,5;7559;1013;false;Samsung, Others, Football
Portugal;3/29/1977;Unknown;Bachelors;Never Married; Female;38;7991;1032;true;iPhone, BMW, Non
Germany;3/8/1989;Public;Doctorate;Married; Male;29,5;6655;661;true;Iphone, Ford, Basketball
Germany;11/25/1984;Private;Bachelors;Married; Female;23;7343;1330;false;iPhone, Honda, Paddle
Spain;2/19/1984;Public;Bachelors;Married; Male;38,5;7226;801;false;Samsung, Volkswagen, Paddle
France;6/29/1981;Self Employed;High School;Married; Male;39;7487;1817;false;iPhone, Audi, Football
Germany;10/11/1976;Unknown;Bachelors;Married; Male;24,5;9762;692;false;iPhone, BMW, Football
Germany;12/13/1984;Self Employed;Bachelors;Married; Female;18,5;3465;1196;true;iPhone, Others, Tennis
Germany;12/6/1981;Public;Doctorate;Married; Male;35;37396;6904;false;iPhone, Others, Non
Germany;9/24/1990;Public;High School;Divorced; Female;32,5;6672;1627;true;Iphone, Others, Football
Portugal;7/20/1988;Unknown;Bachelors;Never Married; Male;26;5146;1909;false;Iphone, Volkswagen, Non
Portugal;1/13/1991;Public;Bachelors;Never Married; Female;36;45820;5887;false;iPhone, Others, Non
France;5/25/1984;Unknown;Masters;Married; Male;37,5;5167;1873;false;Iphone, Ford, Tennis
Spain;3/20/1989;Unknown;Bachelors;Married; Male;31;7852;579;false;Samsung, Volkswagen, Non
France;9/10/1975;Unknown;Bachelors;Divorced; Male;21;9910;1129;true;Iphone, Others, Football
Spain;12/11/1980;Public;Masters;Married; Female;38,5;9659;1741;false;Others, Audi, Basketball
Spain;10/19/1972;Unknown;Bachelors;Divorced; Female;35,5;4479;1400;false;iPhone, Seat, Football
Spain;2/7/1985;Private;Bachelors;Separated; Female;17;8769;1799;false;Iphone, Others, Football
Italy;10/31/1975;Unknown;Doctorate;Married; Male;24,5;8866;1453;true;Samsung, Others, Basketball
France;3/14/1988;Self Employed;Bachelors;Married; Male;37,5;6826;1511;false;iPhone, BMW, Tennis
Spain;12/10/1980;Self Employed;Masters;Married; Male;22,5;73114;3684;false;Samsung, Volkswagen, Non
Spain;8/6/1989;Private;Bachelors;Separated; Female;33;4682;895;false;Samsung, Others, Football
Italy;1/2/1988;Private;Masters;Married; Female;35;7124;669;false;Others, Others, Tennis
France;2/23/1986;Public;Bachelors;Married; Male;26,5;92138;4427;false;Samsung, Others, Non
France;9/16/1974;Public;Bachelors;Married; Male;27,5;3325;1145;false;iPhone, Ford, Tennis
Germany;7/3/1979;Unknown;Masters;Never Married; Male;39;5429;1952;true;iPhone, Honda, Basketball
Italy;8/7/1979;Public;Bachelors;Married; Male;17;7857;510;true;Samsung, Honda, Non
Spain;8/3/1986;Self Employed;Bachelors;Married; Male;36;8692;1311;true;Samsung, Others, Football
Portugal;2/5/1985;Private;High School;Married; Male;25;7367;1854;true;iPhone, Honda, Tennis
Spain;7/13/1985;Private;Bachelors;Married; Male;30,5;34937;4806;false;Others, Volkswagen, Basketball
France;11/8/1974;Unknown;Bachelors;Married; Male;33;3302;1962;false;Samsung, Others, Basketball
Portugal;3/15/1987;Self Employed;Bachelors;Separated; Male;36,5;4679;986;false;Samsung, Others, Football
Italy;9/15/1982;Unknown;Bachelors;Married; Male;7,5;8259;352;false;Samsung, Volkswagen, Tennis
France;2/18/1974;Private;Bachelors;Divorced; Male;24,5;38474;3566;true;iPhone, BMW, Non
France;3/15/1976;Self Employed;High School;Married; Male;32,5;64350;3964;false;Iphone, Others, Basketball
Portugal;5/4/1983;Public;Bachelors;Married; Female;38,5;5542;756;false;Iphone, Others, Non
France;2/21/1983;Public;Bachelors;Married; Female;39,5;4745;734;true;Samsung, Others, Non
Portugal;9/19/1976;Unknown;High School;Married; Male;9;5761;441;false;Samsung, Volkswagen, Paddle
France;11/6/1987;Unknown;Bachelors;Never Married; Female;40;4721;1317;false;Samsung, Volkswagen, Non
Germany;2/17/1971;Self Employed;Doctorate;Divorced; Male;33;8152;1196;true;Iphone, Seat, Non
Italy;2/15/1982;Self Employed;Bachelors;Married; Female;27,5;9629;637;false;iPhone, Others, Paddle
Spain;6/8/1970;Private;Doctorate;Married; Male;27;4045;1996;true;Samsung, Seat, Tennis
Spain;3/10/1976;Self Employed;Bachelors;Never Married; Male;35;7538;910;false;iPhone, Ford, Non
Spain;7/14/1982;Unknown;Masters;Divorced; Female;36;9663;831;false;Others, Audi, Non
Portugal;7/5/1983;Self Employed;High School;Married; Male;14,5;3412;454;true;iPhone, Ford, Non
Germany;8/6/1976;Self Employed;Masters;Divorced; Male;31,5;6190;1723;true;Samsung, Others, Football
Germany;6/26/1990;Self Employed;Bachelors;Separated; Female;23,5;5507;691;false;iPhone, Others, Tennis
Germany;9/22/1972;Private;Bachelors;Never Married; Female;35;24209;3605;false;Samsung, Audi, Football
Spain;7/5/1983;Private;Bachelors;Never Married; Male;35;34044;2634;false;Iphone, BMW, Non
Italy;5/4/1972;Self Employed;High School;Married; Female;22,5;3724;540;false;iPhone, Honda, Football
Portugal;6/21/1971;Public;Bachelors;Never Married; Male;20,5;14040;1052;true;iPhone, Others, Tennis
Spain;2/29/1976;Unknown;Bachelors;Married; Male;21;8235;1148;true;iPhone, Others, Football
Italy;6/9/1986;Self Employed;High School;Married; Male;31,5;6699;968;true;iPhone, BMW, Non
Germany;11/29/1970;Public;Bachelors;Married; Female;14;8506;455;true;iPhone, Audi, Non
Spain;4/5/1971;Private;Bachelors;Married; Male;25,5;31228;2235;false;Iphone, Others, Non
Portugal;3/5/1978;Private;Doctorate;Married; Male;33,5;6192;1644;false;iPhone, Others, Non
Portugal;10/2/1984;Unknown;Bachelors;Married; Male;22;6629;531;false;Samsung, Honda, Non
Germany;10/10/1979;Public;Bachelors;Married; Male;35;6797;504;true;Samsung, Ford, Paddle
France;2/13/1990;Unknown;Masters;Married; Male;39,5;5920;735;true;iPhone, Others, Non
Portugal;8/13/1985;Self Employed;Masters;Married; Male;27,5;9467;1070;false;Samsung, Others, Non
Germany;4/22/1980;Private;High School;Divorced; Male;39,5;34400;5721;true;iPhone, Volkswagen, Football
Italy;8/27/1975;Private;Doctorate;Divorced; Male;37,5;7030;1316;true;Iphone, Others, Non
Portugal;7/25/1986;Self Employed;Bachelors;Married; Female;21,5;17358;1455;true;iPhone, Audi, Non
Spain;10/1/1971;Self Employed;Bachelors;Married; Male;30;8607;802;false;iPhone, Honda, Football
France;7/2/1990;Unknown;Bachelors;Separated; Male;32,5;8368;1226;false;Iphone, Seat, Basketball
Spain;3/8/1975;Self Employed;Bachelors;Separated; Male;21,5;9215;1756;false;Samsung, Honda, Non
Spain;4/7/1973;Self Employed;Masters;Never Married; Male;27;3905;987;false;Samsung, Others, Basketball
Spain;5/6/1973;Self Employed;Bachelors;Married; Female;31,5;80245;5727;false;iPhone, Seat, Basketball
France;6/28/1990;Self Employed;Masters;Divorced; Male;34;3220;1890;true;iPhone, Ford, Non
Germany;9/8/1980;Public;High School;Married; Male;36,5;20486;6220;false;Samsung, Others, Non
Italy;4/10/1976;Self Employed;Doctorate;Married; Female;20,5;4267;1418;false;Others, Others, Tennis
Germany;11/18/1982;Self Employed;Bachelors;Divorced; Male;35;4575;1111;false;Others, Honda, Tennis
Germany;10/25/1980;Self Employed;Bachelors;Divorced; Male;31,5;5787;1014;true;Iphone, Others, Football
Portugal;7/5/1978;Self Employed;Bachelors;Married; Male;38,5;26205;5211;false;Iphone, Ford, Basketball
Spain;6/30/1987;Self Employed;High School;Separated; Male;29,5;7052;1236;true;iPhone, Volkswagen, Non
Italy;9/18/1989;Public;Bachelors;Never Married; Male;21;37307;5719;true;Samsung, Seat, Non
France;12/14/1973;Unknown;High School;Never Married; Male;16,5;5892;1888;false;Samsung, Volkswagen, Non
France;11/9/1974;Private;Bachelors;Married; Male;37,5;9012;752;false;iPhone, Ford, Non
Germany;3/18/1981;Unknown;Doctorate;Married; Male;7;9939;319;true;Iphone, Seat, Basketball
Portugal;4/23/1970;Unknown;Bachelors;Married; Female;25,5;5910;1530;false;iPhone, Audi, Paddle
Spain;3/20/1980;Public;Doctorate;Separated; Male;17,5;4976;1934;false;iPhone, Honda, Non
France;9/16/1987;Unknown;Bachelors;Never Married; Male;22,5;4280;1810;true;Others, Others, Non
Portugal;3/4/1990;Self Employed;Bachelors;Married; Female;30,5;7042;1250;true;iPhone, Others, Basketball
Germany;10/16/1976;Private;High School;Divorced; Male;29,5;7605;1986;false;iPhone, Audi, Tennis
Italy;2/14/1991;Unknown;Bachelors;Divorced; Male;23;5334;1924;false;Samsung, Others, Basketball
Italy;11/27/1976;Unknown;Bachelors;Divorced; Male;32;3601;1627;false;iPhone, Others, Non
Germany;7/23/1978;Unknown;Masters;Married; Male;37,5;3908;1722;false;Others, Seat, Non
Germany;10/2/1988;Private;High School;Divorced; Male;18;7677;1975;true;iPhone, Others, Non
Germany;7/15/1985;Private;Bachelors;Married; Male;17;33247;4542;false;Iphone, Honda, Non
Spain;9/21/1983;Public;Masters;Never Married; Female;37;5350;1507;false;Iphone, Honda, Basketball
Germany;10/25/1978;Private;High School;Married; Female;33,5;14356;892;false;Others, Others, Football
Italy;1/4/1975;Unknown;High School;Separated; Female;40;6266;1100;true;Samsung, Others, Non
France;5/13/1974;Self Employed;High School;Divorced; Male;6;5402;348;false;Iphone, Others, Non
Spain;6/2/1983;Unknown;High School;Divorced; Male;36;9071;770;false;Samsung, BMW, Non
Portugal;6/7/1982;Public;Bachelors;Married; Male;25,5;9689;1308;true;Samsung, Others, Non
Spain;1/26/1978;Private;Bachelors;Separated; Male;17,5;8070;568;true;Others, Others, Non
France;1/11/1990;Private;Bachelors;Divorced; Male;17,5;97179;5298;false;iPhone, Honda, Tennis
Germany;3/21/1978;Public;Bachelors;Married; Male;38,5;5321;1120;false;Others, Seat, Football
Italy;8/30/1972;Private;Bachelors;Married; Male;39,5;6717;1665;false;iPhone, Seat, Non
France;11/30/1977;Self Employed;Doctorate;Separated; Male;32;6901;1090;false;Iphone, Volkswagen, Football
Spain;7/14/1971;Unknown;High School;Separated; Male;16,5;3142;367;true;Samsung, Ford, Non
Germany;11/18/1990;Public;Bachelors;Married; Male;35,5;5866;1283;false;Samsung, Others, Non
Germany;1/2/1975;Private;Bachelors;Separated; Male;27;5562;1190;true;iPhone, Others, Football
Portugal;4/26/1985;Public;Masters;Never Married; Female;23,5;4006;1731;false;iPhone, Others, Non
France;3/9/1981;Self Employed;Bachelors;Divorced; Male;29;73950;2289;true;Samsung, Others, Non
Spain;8/21/1979;Public;Masters;Separated; Male;39,5;8956;1966;true;iPhone, Volkswagen, Football
Portugal;2/29/1972;Unknown;High School;Married; Male;32;4838;878;false;iPhone, Others, Basketball
France;11/23/1973;Self Employed;Bachelors;Married; Male;22;7876;887;false;Others, Others, Basketball
Spain;2/18/1985;Self Employed;Bachelors;Married; Female;34,5;7795;1760;false;iPhone, Honda, Paddle
Spain;10/6/1981;Public;High School;Married; Male;18,5;4466;1327;false;iPhone, Others, Football
Spain;3/27/1976;Unknown;Bachelors;Never Married; Male;17;9411;1192;false;iPhone, Others, Basketball
Spain;3/25/1980;Private;Bachelors;Married; Female;38;5722;701;true;iPhone, Honda, Non
Germany;2/16/1973;Public;Bachelors;Married; Male;29;8046;1099;false;iPhone, Volkswagen, Paddle
Portugal;5/21/1988;Unknown;Bachelors;Married; Female;31;3122;1039;true;Samsung, BMW, Football
Germany;5/2/1986;Self Employed;Bachelors;Married; Male;32,5;8565;970;false;iPhone, BMW, Football
Germany;12/20/1980;Private;Bachelors;Separated; Female;9,5;5361;312;true;Samsung, Seat, Non
France;7/10/1981;Self Employed;Bachelors;Married; Male;30;62231;5729;false;Samsung, Volkswagen, Football
France;4/25/1977;Self Employed;Bachelors;Married; Male;38,5;6194;532;true;iPhone, Others, Tennis
Germany;11/10/1970;Private;Bachelors;Separated; Male;20;5376;1066;true;Samsung, Others, Non
Portugal;9/29/1986;Self Employed;High School;Separated; Female;34;94638;5497;false;Others, Others, Basketball
Germany;1/3/1991;Unknown;Doctorate;Married; Male;29;4551;1953;false;iPhone, Others, Basketball
Spain;8/13/1984;Public;Bachelors;Divorced; Male;29,5;8924;912;true;Others, Volkswagen, Paddle
Spain;6/5/1977;Public;Bachelors;Married; Male;15,5;7016;402;false;Others, Others, Tennis
Germany;5/7/1985;Self Employed;Doctorate;Married; Male;38;9697;1738;false;iPhone, Seat, Paddle
Germany;10/28/1973;Private;High School;Married; Male;24,5;7498;849;true;Samsung, Others, Basketball
Germany;2/4/1985;Public;Bachelors;Married; Male;13,5;7834;340;true;iPhone, BMW, Basketball
Germany;3/2/1974;Unknown;Bachelors;Married; Male;9,5;7828;498;true;Iphone, Volkswagen, Football
Spain;11/4/1973;Self Employed;Masters;Married; Female;17,5;7640;1066;true;Samsung, Honda, Non
Spain;9/20/1978;Private;Bachelors;Married; Male;39,5;6164;1885;false;Samsung, Honda, Basketball
Germany;12/16/1975;Self Employed;Doctorate;Separated; Male;27,5;6017;1570;false;Iphone, Others, Basketball
France;2/28/1986;Self Employed;Bachelors;Married; Male;6,5;4310;344;false;Samsung, Others, Non
Spain;11/5/1974;Public;Bachelors;Married; Male;25;65853;3506;false;Others, Audi, Paddle
Portugal;4/6/1985;Unknown;High School;Married; Male;40;6518;1415;false;Iphone, BMW, Football
Portugal;5/23/1975;Self Employed;Masters;Married; Male;22,5;7647;973;true;iPhone, Others, Football
Portugal;12/10/1970;Unknown;Masters;Married; Male;18,5;8361;1557;true;iPhone, Others, Non
France;10/11/1975;Public;Masters;Married; Female;31,5;24636;5925;false;Samsung, Others, Non
France;12/10/1988;Self Employed;Bachelors;Married; Male;38,5;3783;1423;false;iPhone, Ford, Basketball
France;10/6/1971;Public;Bachelors;Married; Male;30,5;5348;652;false;Iphone, Others, Non
Portugal;9/11/1981;Self Employed;Doctorate;Married; Male;15;5612;433;false;Samsung, Others, Non
Portugal;10/29/1982;Self Employed;Doctorate;Married; Female;34,5;6209;767;false;iPhone, Others, Tennis
Spain;7/8/1982;Unknown;High School;Separated; Female;23,5;5858;540;false;Iphone, Ford, Non
Spain;1/17/1979;Private;High School;Divorced; Male;17,5;3126;1162;false;Samsung, Others, Football
Portugal;10/16/1971;Private;Doctorate;Married; Male;22,5;69153;3545;true;Iphone, Honda, Football
Portugal;12/23/1987;Public;Doctorate;Married; Male;12,5;4616;365;false;iPhone, Others, Non
Italy;11/24/1986;Private;Bachelors;Married; Female;39,5;8753;1694;false;Samsung, Others, Basketball
Italy;2/8/1972;Unknown;Doctorate;Married; Male;36;5795;898;true;iPhone, Others, Paddle
Portugal;12/28/1988;Public;Bachelors;Married; Male;30;9338;997;true;iPhone, Ford, Tennis
Spain;1/22/1984;Self Employed;High School;Married; Female;39;8285;1299;false;Others, Seat, Football
Portugal;9/5/1986;Private;Bachelors;Married; Male;25;3554;1162;true;iPhone, Audi, Non
France;8/30/1972;Private;Bachelors;Married; Male;25;76522;3233;false;Others, Seat, Tennis
Italy;5/23/1985;Unknown;Bachelors;Married; Male;16;6257;371;false;Iphone, Audi, Tennis
Germany;7/23/1970;Private;High School;Separated; Female;23;3872;1639;true;iPhone, Ford, Paddle
Germany;6/9/1975;Unknown;Bachelors;Married; Male;25;37376;6690;false;iPhone, Others, Football
Germany;12/14/1974;Unknown;High School;Married; Male;31;8149;1613;false;Iphone, Others, Non
France;7/24/1988;Public;Bachelors;Never Married; Female;23,5;3864;537;true;Iphone, Audi, Non
Spain;5/19/1972;Private;Bachelors;Married; Male;31;76484;2744;false;Iphone, Seat, Tennis
Spain;8/4/1985;Unknown;High School;Never Married; Female;30;6891;689;true;iPhone, Audi, Non
France;7/14/1981;Private;Bachelors;Married; Male;34,5;9898;1721;false;iPhone, Others, Non
Spain;9/12/1988;Public;Masters;Never Married; Male;17,5;5759;1774;true;Others, BMW, Non
Italy;8/11/1975;Private;Bachelors;Never Married; Male;7,5;14155;359;false;Iphone, Others, Basketball
Portugal;10/2/1979;Self Employed;Masters;Divorced; Male;38;7324;1529;true;iPhone, Others, Non
Germany;10/30/1971;Self Employed;Doctorate;Married; Male;29;4402;1190;false;Samsung, Honda, Non
France;7/26/1990;Private;Doctorate;Divorced; Male;28,5;71609;4073;true;iPhone, Others, Non
Spain;9/16/1977;Unknown;Masters;Married; Male;39,5;3084;974;false;iPhone, Volkswagen, Football
Germany;7/29/1986;Private;Bachelors;Married; Male;40;9979;1905;false;Iphone, Others, Basketball
France;10/6/1987;Public;High School;Divorced; Male;20;4841;768;false;Samsung, Honda, Paddle
Spain;8/27/1985;Private;Bachelors;Married; Female;27;6604;1793;false;iPhone, Others, Basketball
Italy;5/4/1984;Self Employed;Masters;Married; Male;33,5;9765;580;false;Others, BMW, Non
Italy;1/25/1981;Unknown;Bachelors;Married; Male;36,5;9887;605;true;Iphone, Seat, Basketball
Spain;1/11/1989;Public;High School;Married; Male;20;5806;846;false;iPhone, Ford, Basketball
Germany;5/24/1984;Private;Bachelors;Separated; Female;32;9420;1310;false;Samsung, Honda, Non
